Id,Name,DisplayName,PlantName,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,Operator,LastUpdatedAt,Source,IAEAId,WnaUrl
389,ST. ALBAN-2,St. Alban-2,Saint-Alban,45.404,4.75498,France,FR,Operational,PWR,P4 REP 1300,1979-07-31,1987-03-01,,1335,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/st.-alban-2
390,ST. LAURENT A-1,St. Laurent A-1,Saint-Laurent A,47.7243,1.58236,France,FR,Shutdown,GCR,UNGG,1963-10-01,1969-06-01,1990-04-18,480,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/st.-laurent-a-1
391,ST. LAURENT A-2,St. Laurent A-2,Saint-Laurent A,47.7236,1.5824,France,FR,Shutdown,GCR,UNGG,1966-01-01,1971-11-01,1992-05-27,515,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/st.-laurent-a-2
392,ST. LAURENT B-1,St. Laurent B-1,Saint-Laurent B,47.7211,1.58069,France,FR,Operational,PWR,CP2,1976-05-01,1983-08-01,,915,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/st.-laurent-b-1
393,ST. LAURENT B-2,St. Laurent B-2,Saint-Laurent B,47.7204,1.58072,France,FR,Operational,PWR,CP2,1976-07-01,1983-08-01,,880,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/st.-laurent-b-2
394,SUPER-PHENIX,Super-Phenix,Superphénix,45.76,5.47402,France,FR,Shutdown,FBR,Na-1200,1976-12-13,1986-12-01,1998-12-31,1200,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/super-phenix
395,TRICASTIN-1,Tricastin-1,Tricastin,44.3297,4.73318,France,FR,Operational,PWR,CP1,1974-11-01,1980-12-01,,915,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tricastin-1
396,TRICASTIN-2,Tricastin-2,Tricastin,44.3302,4.73318,France,FR,Operational,PWR,CP1,1974-12-01,1980-12-01,,915,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tricastin-2
397,TRICASTIN-3,Tricastin-3,Tricastin,44.3307,4.73318,France,FR,Operational,PWR,CP1,1975-04-01,1981-05-11,,915,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tricastin-3
398,TRICASTIN-4,Tricastin-4,Tricastin,44.3312,4.73318,France,FR,Operational,PWR,CP1,1975-05-01,1981-11-01,,915,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tricastin-4
399,AVR JUELICH,Avr Juelich,AVR Juelich,50.90345814,6.420989705,Germany,DE,Shutdown,HTGR,Pebble bed reactor prototype,1961-08-01,1969-05-19,1988-12-31,13,Arbeitsgemeinschaft Versuchsreaktor Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/avr-juelich
400,BIBLIS-A,Biblis-A,Biblis,49.7085,8.41479,Germany,DE,Shutdown,PWR,PWR,1970-01-01,1975-02-26,2011-08-06,1146,RWE Power AG,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/biblis-a
401,BIBLIS-B,Biblis-B,Biblis,49.7078,8.41479,Germany,DE,Shutdown,PWR,PWR,1972-02-01,1977-01-31,2011-08-06,1178,RWE Power AG,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/biblis-b
402,BROKDORF,Brokdorf,Brokdorf,53.85,9.34455,Germany,DE,Shutdown,PWR,PWR,1976-01-01,1986-12-22,2021-12-31,1307,Preussenelektra Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/brokdorf
403,BRUNSBUETTEL,Brunsbuettel,Brunsbuettel,53.8906,9.20187,Germany,DE,Shutdown,BWR,BWR-69,1970-04-15,1977-02-09,2011-08-06,770,Kernkraftwerk Brunsbüttel Gmbh & Co. Ohg,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/brunsbuettel
404,EMSLAND,Emsland,Emsland,52.4706,7.32177,Germany,DE,Shutdown,PWR,Konvoi,1982-08-10,1988-06-20,2023-04-15,1242,Kernkraftwerke Lippe-Ems Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/emsland
405,GRAFENRHEINFELD,Grafenrheinfeld,Grafenrheinfeld,49.984,10.1857,Germany,DE,Shutdown,PWR,PWR,1975-01-01,1982-06-17,2015-06-27,1225,E.On Kernkraft Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/grafenrheinfeld
406,GREIFSWALD-1,Greifswald-1,Greifswald,54.1427,13.6675,Germany,DE,Shutdown,PWR,VVER V-230,1970-03-01,1974-07-12,1990-12-18,440,Energiewerke Nord Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/greifswald-1
407,GREIFSWALD-2,Greifswald-2,Greifswald,54.1432,13.6675,Germany,DE,Shutdown,PWR,VVER V-230,1970-03-01,1975-04-16,1990-02-14,408,Energiewerke Nord Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/greifswald-2
408,GREIFSWALD-3,Greifswald-3,Greifswald,54.1437,13.6675,Germany,DE,Shutdown,PWR,VVER V-230,1972-04-01,1978-05-01,1990-02-28,408,Energiewerke Nord Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/greifswald-3
409,GREIFSWALD-4,Greifswald-4,Greifswald,54.1442,13.6675,Germany,DE,Shutdown,PWR,VVER V-230,1972-04-01,1979-11-01,1990-06-02,408,Energiewerke Nord Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/greifswald-4
410,GREIFSWALD-5,Greifswald-5,Greifswald,54.1447,13.6675,Germany,DE,Shutdown,PWR,VVER V-213,1976-12-01,1989-11-01,1989-11-24,408,Energiewerke Nord Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/greifswald-5
411,GROHNDE,Grohnde,Grohnde,52.0332,9.41151,Germany,DE,Shutdown,PWR,PWR,1976-06-01,1985-02-01,2021-12-31,1289,Preussenelektra Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/grohnde
412,HDR GROSSWELZHEIM,HDR Grosswelzheim,Grosswelzheim,50.0551,8.98527,Germany,DE,Shutdown,BWR,Superheated steam reactor,1965-01-01,1970-08-02,1971-07-20,23,Heissdampfreaktor-Betriebsgesellschaft Mbh.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hdr-grosswelzheim
413,GUNDREMMINGEN-A,Gundremmingen-A,Gundremmingen,48.5131,10.4009,Germany,DE,Shutdown,BWR,BWR-1,1962-12-12,1967-04-12,1977-01-13,237,Kernkraftwerke Gundremmingen Betriebsgesellschaft Mbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/gundremmingen-a
414,GUNDREMMINGEN-B,Gundremmingen-B,Gundremmingen,48.5153,10.4037,Germany,DE,Shutdown,BWR,BWR-72,1976-07-20,1984-07-19,2017-12-31,1244,Kernkraftwerk Gundremmingen Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/gundremmingen-b
415,GUNDREMMINGEN-C,Gundremmingen-C,Gundremmingen,48.5153,10.4042,Germany,DE,Shutdown,BWR,BWR-72,1976-07-20,1985-01-18,2021-12-31,1249,Kernkraftwerk Gundremmingen Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/gundremmingen-c
416,ISAR-1,Isar-1,Isar,48.607,12.2958,Germany,DE,Shutdown,BWR,BWR-69,1972-05-01,1979-03-21,2011-08-06,870,E.On Kernkraft Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/isar-1
417,ISAR-2,Isar-2,Isar,48.6069,12.2958,Germany,DE,Shutdown,PWR,Konvoi,1982-09-15,1988-04-09,2023-04-15,1285,Preussenelektra Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/isar-2
418,KNK II,KNK II,KNK II,49.0975,8.441,Germany,DE,Shutdown,FBR,Prototype,1974-09-01,1979-03-03,1991-08-23,18,Kernkraftwerk-Betriebsgesellschaft Mbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/knk-ii
419,VAK KAHL,VAK Kahl,Kahl,50.0592,8.98651,Germany,DE,Shutdown,BWR,BWR,1958-07-01,1962-02-01,1985-11-25,15,Versuchsatomkraftwerk Kahl Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/vak-kahl
420,KRUEMMEL,Kruemmel,Kruemmel,53.4104,10.4097,Germany,DE,Shutdown,BWR,BWR-69,1974-04-05,1984-03-28,2011-08-06,1260,Kernkraftwerk Krümmel Gmbh & Co. Ohg,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kruemmel
421,LINGEN,Lingen,Lingen,52.4831,7.30207,Germany,DE,Shutdown,BWR,BWR with fossil fuel-fired superheater,1964-10-01,1968-10-01,1977-01-05,240,Kernkraftwerk Lingen Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/lingen
422,MZFR,Mzfr,MZFR,49.10416852,8.432367311,Germany,DE,Shutdown,PHWR,-,1961-12-01,1966-12-19,1984-05-03,50,Kernkraftwerk-Betriebsgesellschaft Mbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/mzfr
423,MUELHEIM-KAERLICH,Muelheim-Kaerlich,Mülheim-Kärlich,50.4086,7.48531,Germany,DE,Shutdown,PWR,PWR,1975-01-15,1987-08-18,1988-09-09,1219,Kernkraftwerk Gundremmingen Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/muelheim-kaerlich
424,NECKARWESTHEIM-1,Neckarwestheim-1,Neckarwestheim,49.0394,9.17555,Germany,DE,Shutdown,PWR,PWR,1972-02-01,1976-12-01,2011-08-06,805,ENBW Kernkraft Gmbh (Sitz In Obrigheim),2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/neckarwestheim-1
425,NECKARWESTHEIM-2,Neckarwestheim-2,Neckarwestheim,49.0394,9.17616,Germany,DE,Shutdown,PWR,Konvoi,1982-11-09,1989-04-15,2023-04-15,1225,ENBW Kernkraft Gmbh (Sitz In Obrigheim),2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/neckarwestheim-2
426,NIEDERAICHBACH,Niederaichbach,Niederaichbach,48.6044,12.3043,Germany,DE,Shutdown,HWGCR,pressure tube reactor,1966-06-01,1973-01-01,1974-07-31,100,Kernkraftwerk Niederaichbach Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/niederaichbach
427,OBRIGHEIM,Obrigheim,Obrigheim,49.3645,9.07715,Germany,DE,Shutdown,PWR,PWR,1965-03-15,1969-03-31,2005-05-11,283,Enbw Kraftwerke Ag,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/obrigheim
428,PHILIPPSBURG-1,Philippsburg-1,Philippsburg,49.2526,8.43235,Germany,DE,Shutdown,BWR,BWR-69,1970-10-01,1980-03-26,2011-08-06,864,EnBW Kernkraft Gmbh (Sitz In Obrigheim),2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/philippsburg-1
429,PHILIPPSBURG-2,Philippsburg-2,Philippsburg,49.2526,8.43335,Germany,DE,Shutdown,PWR,PWR,1977-07-07,1985-04-18,2019-12-31,1268,EnBW Kernkraft Gmbh (Sitz In Obrigheim),2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/philippsburg-2
430,RHEINSBERG,Rheinsberg,Rheinsberg,53.1473,12.991,Germany,DE,Shutdown,PWR,VVER-70,1960-01-01,1966-10-11,1990-06-01,62,Energiewerke Nord Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/rheinsberg
431,STADE,Stade,Stade,53.6195,9.52971,Germany,DE,Shutdown,PWR,PWR,1967-12-01,1972-05-19,2003-11-14,630,E.On Kernkraft Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/stade
432,THTR-300,THTR-300,THTR-300,51.68,7.9718,Germany,DE,Shutdown,HTGR,Pebble bed reactor,1971-05-03,1987-06-01,1988-09-29,296,Hochtemperatur-Kernkraftwerk Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/thtr-300
433,UNTERWESER,Unterweser,Unterweser,53.4286,8.47681,Germany,DE,Shutdown,PWR,PWR,1972-07-01,1979-09-06,2011-08-06,1230,E.On Kernkraft Gmbh,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/unterweser
434,WUERGASSEN,Wuergassen,Würgassen,51.6389,9.39301,Germany,DE,Shutdown,BWR,BWR,1968-01-26,1975-11-11,1994-08-26,640,Preussenelektra Kernkraft Gmbh&Co Kg,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/wuergassen
436,PAKS-1,Paks-1,Paks,46.574,18.8552,Hungary,HU,Operational,PWR,VVER V-213,1974-08-01,1983-08-10,,408,"Paks Nuclear Power Plant, Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/paks-1
438,PAKS-3,Paks-3,Paks,46.574,18.8572,Hungary,HU,Operational,PWR,VVER V-213,1979-10-01,1986-12-01,,410,"Paks Nuclear Power Plant, Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/paks-3
439,PAKS-4,Paks-4,Paks,46.574,18.8582,Hungary,HU,Operational,PWR,VVER V-213,1979-10-01,1987-11-01,,410,"Paks Nuclear Power Plant, Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/paks-4
440,PAKS II-1,Paks II-1,Paks II,46.58151138,18.85347969,Hungary,HU,Under Construction,PWR,VVER-1200/V-529,2026-02-05,,,1100,"Paks Nuclear Power Plant, Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/paks-ii-1
447,KAIGA-5,Kaiga 5,Kaiga,14.86296247,74.44462399,India,IN,Under Construction,PHWR,Horizontal Pressure Tube type,2026-03-01,,,630,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kaiga-5
448,KAIGA-6,Kaiga 6,Kaiga,14.86296247,74.44462399,India,IN,Under Construction,PHWR,Horizontal Pressure Tube type,2026-03-01,,,630,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kaiga-6
449,KAIGA-1,Kaiga-1,Kaiga,14.8652,74.4381,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1989-09-01,2000-11-16,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kaiga-1
450,KAIGA-2,Kaiga-2,Kaiga,14.8652,74.4384,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1989-12-01,2000-03-16,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kaiga-2
451,KAIGA-3,Kaiga-3,Kaiga,14.8653,74.4418,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2002-03-30,2007-05-06,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kaiga-3
452,KAIGA-4,Kaiga-4,Kaiga,14.8653,74.4422,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2002-05-10,2011-01-20,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kaiga-4
453,KAKRAPAR-1,Kakrapar-1,Kakrapar,21.2355,73.3507,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1984-12-01,1993-05-06,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kakrapar-1
454,KAKRAPAR-2,Kakrapar-2,Kakrapar,21.2352,73.3507,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1985-04-01,1995-09-01,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kakrapar-2
455,KAKRAPAR-3,Kakrapar-3,Kakrapar,21.2352,73.3507,India,IN,Operational,PHWR,PHWR-700,2010-11-22,2023-06-30,,630,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kakrapar-3
456,KAKRAPAR-4,Kakrapar-4,Kakrapar,21.2346,73.3507,India,IN,Operational,PHWR,PHWR-700,2010-11-22,2024-03-31,,630,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kakrapar-4
459,KUDANKULAM-1,Kudankulam-1,Kudankulam,8.16705,77.7126,India,IN,Operational,PWR,VVER V-412,2002-03-31,2014-12-31,,917,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kudankulam-1
460,KUDANKULAM-2,Kudankulam-2,Kudankulam,8.16666,77.7127,India,IN,Operational,PWR,VVER V-412,2002-07-04,2017-03-31,,917,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kudankulam-2
461,KUDANKULAM-3,Kudankulam-3,Kudankulam,8.165,77.7128,India,IN,Under Construction,PWR,VVER V-412,2017-06-29,,,917,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kudankulam-3
462,KUDANKULAM-4,Kudankulam-4,Kudankulam,8.167,77.7129,India,IN,Under Construction,PWR,VVER V-412,2017-10-23,,,917,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kudankulam-4
463,KUDANKULAM-5,Kudankulam-5,Kudankulam,8.169,77.7128,India,IN,Under Construction,PWR,VVER V-412,2021-06-29,,,917,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kudankulam-5
464,KUDANKULAM-6,Kudankulam-6,Kudankulam,8.167,77.7131,India,IN,Under Construction,PWR,VVER V-412,2021-12-20,,,917,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kudankulam-6
465,MADRAS-1,Madras-1,Madras,12.5571,80.177,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1971-01-01,1984-01-27,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/madras-1
466,MADRAS-2,Madras-2,Madras,12.5571,80.177,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1972-10-01,1986-03-21,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/madras-2
471,NARORA-1,Narora-1,Narora,28.1559,78.4092,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1976-12-01,1991-01-01,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/narora-1
472,NARORA-2,Narora-2,Narora,28.1554,78.4092,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1977-11-01,1992-07-01,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/narora-2
473,PFBR,PFBR,PFBR,12.5531,80.174,India,IN,Under Construction,FBR,Prototype,2004-10-23,,,470,Bharatiya Nabhikiya Vidyut Nigam Limited,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/pfbr
474,RAJASTHAN-1,Rajasthan-1,Rajasthan,24.8762,75.6083,India,IN,Shutdown,PHWR,Horizontal Pressure Tube type,1965-08-01,1973-12-16,2004-10-09,207,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/rajasthan-1
475,RAJASTHAN-2,Rajasthan-2,Rajasthan,24.8762,75.6092,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1968-04-01,1981-04-01,,207,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/rajasthan-2
476,RAJASTHAN-3,Rajasthan-3,Rajasthan,24.8723,75.619,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1990-02-01,2000-06-01,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/rajasthan-3
477,RAJASTHAN-4,Rajasthan-4,Rajasthan,24.8718,75.619,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1990-10-01,2000-12-23,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/rajasthan-4
478,RAJASTHAN-5,Rajasthan-5,Rajasthan,24.8722,75.625,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2002-09-18,2010-02-04,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/rajasthan-5
479,RAJASTHAN-6,Rajasthan-6,Rajasthan,24.8722,75.6254,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2003-01-20,2010-03-31,,202,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/rajasthan-6
480,RAJASTHAN-7,Rajasthan-7,Rajasthan,24.8722,75.6259,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2011-07-18,2025-04-15,,630,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/rajasthan-7
481,RAJASTHAN-8,Rajasthan-8,Rajasthan,24.8722,75.6264,India,IN,Under Construction,PHWR,Horizontal Pressure Tube type,2011-09-30,,,630,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/rajasthan-8
484,TARAPUR-1,Tarapur-1,Tarapur,19.8343,72.6567,India,IN,Operational,BWR,BWR-1 (Mark 2),1964-10-01,1969-10-28,,200,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tarapur-1
485,TARAPUR-2,Tarapur-2,Tarapur,19.8343,72.6569,India,IN,Operational,BWR,BWR-1 (Mark 2),1964-10-01,1969-10-28,,200,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tarapur-2
486,TARAPUR-3,Tarapur-3,Tarapur,19.8297,72.6632,India,IN,Operational,PHWR,Horizontal Pressure Tube Type,2000-05-12,2006-08-18,,502,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tarapur-3
487,TARAPUR-4,Tarapur-4,Tarapur,19.8297,72.6636,India,IN,Operational,PHWR,Horizontal Pressure Tube Type,2000-03-08,2005-09-12,,502,Nuclear Power Corporation Of India Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tarapur-4
488,BUSHEHR-1,Bushehr-1,Bushehr,28.8375,50.8872,Iran,IR,Operational,PWR,VVER V-446,1975-05-01,2013-09-23,,915,Nuclear Power Production & Development Co of Iran,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/bushehr-1
489,BUSHEHR-2,Bushehr-2,Bushehr,28.8305,50.8872,Iran,IR,Under Construction,PWR,VVER-1000,2019-09-27,,,974,Nuclear Power Production And Development Co. Of Iran,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/bushehr-2
492,CAORSO,Caorso,Caorso,45.0716,9.87193,Italy,IT,Shutdown,BWR,BWR-4 (Mark 2),1970-01-01,1981-12-01,1990-07-01,840,Societa Gestione Impanti Nucleari S.P.A.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/caorso
