Id,Name,DisplayName,PlantName,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,Operator,LastUpdatedAt,Source,IAEAId,WnaUrl
801,DUNGENESS B-1,Dungeness B-1,Dungeness B,50.9126,0.961755,United Kingdom,GB,Shutdown,GCR,AGR,1965-10-01,1985-04-01,2021-06-07,607,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/dungeness-b-1
802,DUNGENESS B-2,Dungeness B-2,Dungeness B,50.9121,0.961755,United Kingdom,GB,Shutdown,GCR,AGR,1965-10-01,1989-04-01,2021-06-07,607,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/dungeness-b-2
803,HARTLEPOOL A-1,Hartlepool A-1,Hartlepool,54.6339,-1.17961,United Kingdom,GB,Operational,GCR,AGR,1968-10-01,1989-04-01,,625,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hartlepool-a-1
804,HARTLEPOOL A-2,Hartlepool A-2,Hartlepool,54.6336,-1.17961,United Kingdom,GB,Operational,GCR,AGR,1968-10-01,1989-04-01,,600,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hartlepool-a-2
805,HEYSHAM A-1,Heysham A-1,Heysham 1,54.0287,-2.91227,United Kingdom,GB,Operational,GCR,AGR,1970-12-01,1989-04-01,,611,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/heysham-a-1
806,HEYSHAM A-2,Heysham A-2,Heysham 1,54.0282,-2.91227,United Kingdom,GB,Operational,GCR,AGR,1970-12-01,1989-04-01,,611,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/heysham-a-2
807,HEYSHAM B-1,Heysham B-1,Heysham 2,54.0277,-2.91227,United Kingdom,GB,Operational,GCR,AGR,1980-08-01,1989-04-01,,615,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/heysham-b-1
808,HEYSHAM B-2,Heysham B-2,Heysham 2,54.0272,-2.91227,United Kingdom,GB,Operational,GCR,AGR,1980-08-01,1989-04-01,,615,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/heysham-b-2
809,HINKLEY POINT A-1,Hinkley Point A-1,Hinkley Point A,51.2092,-3.1305,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-11-01,1965-03-30,2000-05-23,250,"Magnox, Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hinkley-point-a-1
810,HINKLEY POINT A-2,Hinkley Point A-2,Hinkley Point A,51.2087,-3.1305,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-11-01,1965-05-05,2000-05-23,250,"Magnox, Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hinkley-point-a-2
811,HINKLEY POINT B-1,Hinkley Point B-1,Hinkley Point B,51.2082,-3.1305,United Kingdom,GB,Shutdown,GCR,AGR,1967-09-01,1978-10-02,2022-08-01,625,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hinkley-point-b-1
812,HINKLEY POINT B-2,Hinkley Point B-2,Hinkley Point B,51.2077,-3.1305,United Kingdom,GB,Shutdown,GCR,AGR,1967-09-01,1976-09-27,2022-07-06,625,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hinkley-point-b-2
813,HINKLEY POINT C-1,Hinkley Point C-1,Hinkley Point C,51.2067,-3.1365,United Kingdom,GB,Under Construction,PWR,EPR-1750,2018-12-11,,,1630,Edf Energy - China General Nuclear Joint Venture,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hinkley-point-c-1
814,HINKLEY POINT C-2,Hinkley Point C-2,Hinkley Point C,51.2062,-3.1365,United Kingdom,GB,Under Construction,PWR,EPR-1750,2019-12-12,,,1630,Edf Energy - China General Nuclear Joint Venture,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hinkley-point-c-2
815,HUNTERSTON A-1,Hunterston A-1,Hunterston A,55.722,-4.89341,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-10-01,1964-02-05,1990-03-30,150,"Magnox, Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hunterston-a-1
816,HUNTERSTON A-2,Hunterston A-2,Hunterston A,55.7215,-4.89341,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-10-01,1964-07-01,1989-12-31,150,"Magnox, Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hunterston-a-2
817,HUNTERSTON B-1,Hunterston B-1,Hunterston B,55.721,-4.89341,United Kingdom,GB,Shutdown,GCR,AGR,1967-11-01,1976-02-06,2021-11-26,624,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hunterston-b-1
818,HUNTERSTON B-2,Hunterston B-2,Hunterston B,55.7205,-4.89341,United Kingdom,GB,Shutdown,GCR,AGR,1967-11-01,1977-03-31,2022-01-07,624,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hunterston-b-2
819,OLDBURY A-1,Oldbury A-1,Oldbury,51.6492,-2.56709,United Kingdom,GB,Shutdown,GCR,MAGNOX,1962-05-01,1967-12-31,2012-02-29,300,"Magnox, Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/oldbury-a-1
820,OLDBURY A-2,Oldbury A-2,Oldbury,51.6488,-2.56709,United Kingdom,GB,Shutdown,GCR,MAGNOX,1962-05-01,1968-09-30,2011-06-30,300,"Magnox, Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/oldbury-a-2
821,SIZEWELL A-1,Sizewell A-1,Sizewell A,52.2116,1.62141,United Kingdom,GB,Shutdown,GCR,MAGNOX,1961-04-01,1966-03-25,2006-12-31,290,"Magnox, Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/sizewell-a-1
822,SIZEWELL A-2,Sizewell A-2,Sizewell A,52.2116,1.62242,United Kingdom,GB,Shutdown,GCR,MAGNOX,1961-04-01,1966-09-15,2006-12-31,290,"Magnox, Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/sizewell-a-2
823,SIZEWELL B,Sizewell B,Sizewell B,52.2149,1.62269,United Kingdom,GB,Operational,PWR,SNUPPS,1988-07-18,1995-09-22,,1188,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/sizewell-b
826,TORNESS-1,Torness-1,Torness,55.9664,-2.39883,United Kingdom,GB,Operational,GCR,AGR,1980-08-01,1988-05-25,,645,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/torness-1
827,TORNESS-2,Torness-2,Torness,55.9659,-2.39883,United Kingdom,GB,Operational,GCR,AGR,1980-08-01,1989-02-03,,645,EDF Energy,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/torness-2
828,TRAWSFYNYDD-1,Trawsfynydd-1,Trawsfynydd,52.9226,-3.94741,United Kingdom,GB,Shutdown,GCR,MAGNOX,1959-07-01,1965-03-24,1991-02-06,250,"Magnox, Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/trawsfynydd-1
829,TRAWSFYNYDD-2,Trawsfynydd-2,Trawsfynydd,52.922,-3.94741,United Kingdom,GB,Shutdown,GCR,MAGNOX,1959-07-01,1965-03-24,1991-02-04,250,"Magnox, Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/trawsfynydd-2
830,WINDSCALE AGR,Windscale AGR,Windscale,54.426,-3.50539,United Kingdom,GB,Shutdown,GCR,AGR,1958-11-01,1963-03-01,1981-04-03,32,United Kingdom Atomic Energy Authority,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/windscale-agr
831,WINFRITH SGHWR,Winfrith SGHWR,Winfrith,50.6796,-2.27232,United Kingdom,GB,Shutdown,SGHWR,SGHWR,1963-05-01,1968-01-01,1990-09-11,92,United Kingdom Atomic Energy Authority,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/winfrith-sghwr
834,WYLFA-2,Wylfa-2,Wylfa,53.4154,-4.48044,United Kingdom,GB,Shutdown,GCR,MAGNOX,1963-09-01,1972-01-03,2012-04-25,550,"Magnox, Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/wylfa-2
835,ANO-1,Arkansas Nuclear One 1 ,Ano,35.30989651,-93.22969263,United States,US,Operational,PWR,B&W; (L-loop) DRYAMB,1968-10-01,1974-12-19,,850,"Entergy Nuclear Operations, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/arkansas-nuclear-one-1
836,ANO-2,Arkansas Nuclear One 2,Ano,35.31067096,-93.22998861,United States,US,Operational,PWR,CE (2-loop) DRYAMB,1968-12-06,1980-03-26,,912,"Entergy Nuclear Operations, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/arkansas-nuclear-one-2
837,BONUS,Bonus,BONUS,18.365,-67.2678,United States,US,Shutdown,BWR,Superheater,1960-01-01,1965-09-01,1968-06-01,17,US DOE and Puerto Rico Water Resources,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/bonus
838,BEAVER VALLEY-1,Beaver Valley-1,Beaver Valley,40.6238,-80.4319,United States,US,Operational,PWR,W (3-loop),1970-06-26,1976-10-01,,835,First Energy Nuclear Operating Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/beaver-valley-1
839,BEAVER VALLEY-2,Beaver Valley-2,Beaver Valley,40.6238,-80.4309,United States,US,Operational,PWR,W (3-loop),1974-05-03,1987-11-17,,836,First Energy Nuclear Operating Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/beaver-valley-2
